CustomerName,CustomerRegion,CustomerCountry,EmployeeName,EmployeeCity,EmployeeCountry,TerritoryDescription,RegionDescription,ManagerName,OrderDate,ShipperName,CategoryName,ProductName,SupplierName,SupplierRegion,SupplierCountry,UnitPrice,Quantity,Discount
Save-a-lot Markets,ID,USA,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-10-01,Speedy Express,Seafood,Rogede sild,Lyngbysild,,Denmark,9.50,110,0.00
Save-a-lot Markets,ID,USA,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-10-01,Speedy Express,Seafood,Spegesild,Lyngbysild,,Denmark,12.00,24,0.00
Save-a-lot Markets,ID,USA,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-09-01,Federal Shipping,Dairy Products,Geitost,Norske Meierier,,Norway,2.50,30,0.00
Save-a-lot Markets,ID,USA,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-09-01,Federal Shipping,Dairy Products,Queso Manchego La Pastora,Cooperativa de Quesos 'Las Cabras',Asturias,Spain,38.00,100,0.00
Save-a-lot Markets,ID,USA,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-09-01,Federal Shipping,Meat/Poultry,Tourtière,Ma Maison,Québec,Canada,7.45,30,0.00
Save-a-lot Markets,ID,USA,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-09-01,Federal Shipping,Seafood,Jack's New England Clam Chowder,New England Seafood Cannery,MA,USA,9.65,120,0.00
Save-a-lot Markets,ID,USA,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2020-07-01,Speedy Express,Dairy Products,Geitost,Norske Meierier,,Norway,2.50,14,0.00
Save-a-lot Markets,ID,USA,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2020-07-01,Speedy Express,Dairy Products,Mozzarella di Giovanni,Formaggi Fortini s.r.l.,,Italy,34.80,12,0.00
Save-a-lot Markets,ID,USA,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2020-07-01,Speedy Express,Meat/Poultry,Alice Mutton,"Pavlova, Ltd.",Victoria,Australia,39.00,100,0.00
Save-a-lot Markets,ID,USA,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2020-07-01,Speedy Express,Produce,Uncle Bob's Organic Dried Pears,Grandma Kelly's Homestead,MI,USA,30.00,45,0.00
Save-a-lot Markets,ID,USA,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2020-07-01,Speedy Express,Seafood,Boston Crab Meat,New England Seafood Cannery,MA,USA,18.40,42,0.00
Save-a-lot Markets,ID,USA,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2020-10-01,Federal Shipping,Beverages,Chang,Exotic Liquids,,UK,19.00,30,0.25
Save-a-lot Markets,ID,USA,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2020-10-01,Federal Shipping,Confections,Zaanse koeken,Zaanse Snoepfabriek,,Netherlands,9.50,50,0.25
Save-a-lot Markets,ID,USA,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2020-10-01,Federal Shipping,Grains/Cereals,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,,Italy,38.00,18,0.25
Save-a-lot Markets,ID,USA,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2020-10-01,Federal Shipping,Meat/Poultry,Alice Mutton,"Pavlova, Ltd.",Victoria,Australia,39.00,27,0.25
Save-a-lot Markets,ID,USA,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2020-10-01,Federal Shipping,Seafood,Escargots de Bourgogne,Escargots Nouveaux,,France,13.25,12,0.25
Save-a-lot Markets,ID,USA,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2020-10-01,United Package,Confections,Teatime Chocolate Biscuits,"Specialty Biscuits, Ltd.",,UK,9.20,12,0.00
Save-a-lot Markets,ID,USA,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2020-10-01,United Package,Meat/Poultry,Perth Pasties,"G'day, Mate",NSW,Australia,32.80,120,0.00
Save-a-lot Markets,ID,USA,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2020-10-01,United Package,Seafood,Jack's New England Clam Chowder,New England Seafood Cannery,MA,USA,9.65,42,0.00
Seven Seas Imports,,UK,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2019-12-01,Speedy Express,Grains/Cereals,Filo Mix,"G'day, Mate",NSW,Australia,5.60,20,0.20
Seven Seas Imports,,UK,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2019-12-01,Speedy Express,Meat/Poultry,Perth Pasties,"G'day, Mate",NSW,Australia,26.20,40,0.00
Seven Seas Imports,,UK,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2019-12-01,Speedy Express,Seafood,Rogede sild,Lyngbysild,,Denmark,7.60,15,0.20
Seven Seas Imports,,UK,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-05-01,United Package,Dairy Products,Mascarpone Fabioli,Formaggi Fortini s.r.l.,,Italy,32.00,24,0.15
Seven Seas Imports,,UK,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-05-01,United Package,Seafood,Inlagd Sill,Svensk Sjöföda AB,,Sweden,19.00,60,0.00
Seven Seas Imports,,UK,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-03-01,Speedy Express,Beverages,Guaraná Fantástica,Refrescos Americanas LTDA,,Brazil,3.60,80,0.05
Seven Seas Imports,,UK,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-03-01,Speedy Express,Produce,Manjimup Dried Apples,"G'day, Mate",NSW,Australia,42.40,18,0.00
Seven Seas Imports,,UK,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2020-12-01,United Package,Confections,Maxilaku,Karkki Oy,,Finland,20.00,4,0.15
Seven Seas Imports,,UK,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2020-12-01,United Package,Produce,Rössle Sauerkraut,Plutzer Lebensmittelgroßmärkte AG,,Germany,45.60,24,0.00
Seven Seas Imports,,UK,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2020-12-01,United Package,Seafood,Ikura,Tokyo Traders,,Japan,31.00,36,0.00
Seven Seas Imports,,UK,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-12-01,Federal Shipping,Beverages,Chartreuse verte,Aux joyeux ecclésiastiques,,France,14.40,20,0.15
Seven Seas Imports,,UK,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-12-01,Federal Shipping,Produce,Rössle Sauerkraut,Plutzer Lebensmittelgroßmärkte AG,,Germany,36.40,20,0.15
Seven Seas Imports,,UK,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-12-01,Federal Shipping,Dairy Products,Queso Cabrales,Cooperativa de Quesos 'Las Cabras',Asturias,Spain,21.00,50,0.10
Seven Seas Imports,,UK,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-12-01,Federal Shipping,Meat/Poultry,Tourtière,Ma Maison,Québec,Canada,7.45,7,0.10
Seven Seas Imports,,UK,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-12-01,Federal Shipping,Produce,Manjimup Dried Apples,"G'day, Mate",NSW,Australia,53.00,10,0.10
Seven Seas Imports,,UK,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-05-01,United Package,Confections,Sir Rodney's Marmalade,"Specialty Biscuits, Ltd.",,UK,81.00,15,0.10
Seven Seas Imports,,UK,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-05-01,United Package,Meat/Poultry,Alice Mutton,"Pavlova, Ltd.",Victoria,Australia,39.00,25,0.10
Seven Seas Imports,,UK,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-05-01,United Package,Seafood,Gravad lax,Svensk Sjöföda AB,,Sweden,26.00,18,0.10
Seven Seas Imports,,UK,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-05-01,United Package,Seafood,Jack's New England Clam Chowder,New England Seafood Cannery,MA,USA,9.65,6,0.10
Seven Seas Imports,,UK,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2019-11-01,Federal Shipping,Confections,Pavlova,"Pavlova, Ltd.",Victoria,Australia,13.90,56,0.05
Seven Seas Imports,,UK,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2019-11-01,Federal Shipping,Dairy Products,Camembert Pierrot,Gai pâturage,,France,27.20,80,0.05
Seven Seas Imports,,UK,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2019-11-01,Federal Shipping,Dairy Products,Gorgonzola Telino,Formaggi Fortini s.r.l.,,Italy,10.00,70,0.05
Simons bistro,,Denmark,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-06-01,Speedy Express,Dairy Products,Mozzarella di Giovanni,Formaggi Fortini s.r.l.,,Italy,34.80,24,0.00
Simons bistro,,Denmark,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-09-01,Speedy Express,Seafood,Inlagd Sill,Svensk Sjöföda AB,,Sweden,19.00,30,0.00
Simons bistro,,Denmark,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-01-01,Federal Shipping,Beverages,Côte de Blaye,Aux joyeux ecclésiastiques,,France,210.80,50,0.00
Simons bistro,,Denmark,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-01-01,Federal Shipping,Condiments,Original Frankfurter grüne Soße,Plutzer Lebensmittelgroßmärkte AG,,Germany,10.40,35,0.00
Simons bistro,,Denmark,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-01-01,Federal Shipping,Confections,Scottish Longbreads,"Specialty Biscuits, Ltd.",,UK,10.00,36,0.25
Simons bistro,,Denmark,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-01-01,Federal Shipping,Seafood,Spegesild,Lyngbysild,,Denmark,9.60,2,0.25
Simons bistro,,Denmark,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-12-01,United Package,Confections,Tarte au sucre,Forêts d'érables,Québec,Canada,49.30,5,0.25
Simons bistro,,Denmark,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-12-01,United Package,Meat/Poultry,Pâté chinois,Ma Maison,Québec,Canada,24.00,60,0.25
Simons bistro,,Denmark,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-12-01,United Package,Produce,Manjimup Dried Apples,"G'day, Mate",NSW,Australia,53.00,30,0.25
Simons bistro,,Denmark,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-12-01,United Package,Seafood,Nord-Ost Matjeshering,Nord-Ost-Fisch Handelsgesellschaft mbH,,Germany,25.89,25,0.25
Simons bistro,,Denmark,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2019-10-01,Federal Shipping,Dairy Products,Geitost,Norske Meierier,,Norway,2.00,8,0.00
Simons bistro,,Denmark,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2019-10-01,Federal Shipping,Dairy Products,Raclette Courdavault,Gai pâturage,,France,44.00,9,0.15
Simons bistro,,Denmark,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-08-01,Federal Shipping,Condiments,Sirop d'érable,Forêts d'érables,Québec,Canada,28.50,20,0.20
Simons bistro,,Denmark,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-08-01,Federal Shipping,Confections,Sir Rodney's Scones,"Specialty Biscuits, Ltd.",,UK,10.00,30,0.20
Spécialités du monde,,France,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-11-01,Speedy Express,Confections,Pavlova,"Pavlova, Ltd.",Victoria,Australia,17.45,3,0.00
Split Rail Beer & Ale,WY,USA,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-01-01,United Package,Confections,Gumbär Gummibärchen,Heli Süßwaren GmbH & Co. KG,,Germany,24.90,10,0.00
Split Rail Beer & Ale,WY,USA,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-01-01,United Package,Meat/Poultry,Tourtière,Ma Maison,Québec,Canada,5.90,40,0.00
Split Rail Beer & Ale,WY,USA,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2019-12-01,United Package,Grains/Cereals,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,,Italy,30.40,18,0.25
Split Rail Beer & Ale,WY,USA,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2019-12-01,United Package,Meat/Poultry,Thüringer Rostbratwurst,Plutzer Lebensmittelgroßmärkte AG,,Germany,99.00,20,0.00
Split Rail Beer & Ale,WY,USA,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-11-01,United Package,Confections,Scottish Longbreads,"Specialty Biscuits, Ltd.",,UK,12.50,6,0.20
Split Rail Beer & Ale,WY,USA,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-11-01,United Package,Dairy Products,Gudbrandsdalsost,Norske Meierier,,Norway,36.00,20,0.20
Split Rail Beer & Ale,WY,USA,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-11-01,United Package,Seafood,Carnarvon Tigers,"Pavlova, Ltd.",Victoria,Australia,62.50,21,0.20
Split Rail Beer & Ale,WY,USA,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2020-11-01,United Package,Seafood,Inlagd Sill,Svensk Sjöföda AB,,Sweden,19.00,20,0.20
Split Rail Beer & Ale,WY,USA,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-10-01,United Package,Beverages,Côte de Blaye,Aux joyeux ecclésiastiques,,France,210.80,20,0.05
Split Rail Beer & Ale,WY,USA,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-10-01,United Package,Confections,Teatime Chocolate Biscuits,"Specialty Biscuits, Ltd.",,UK,7.30,10,0.05
Split Rail Beer & Ale,WY,USA,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-10-01,United Package,Grains/Cereals,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,,Italy,30.40,12,0.05
Split Rail Beer & Ale,WY,USA,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-10-01,United Package,Seafood,Nord-Ost Matjeshering,Nord-Ost-Fisch Handelsgesellschaft mbH,,Germany,20.70,8,0.05
Split Rail Beer & Ale,WY,USA,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2019-08-01,United Package,Dairy Products,Geitost,Norske Meierier,,Norway,2.00,24,0.00
Split Rail Beer & Ale,WY,USA,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-12-01,United Package,Confections,Scottish Longbreads,"Specialty Biscuits, Ltd.",,UK,10.00,8,0.20
Split Rail Beer & Ale,WY,USA,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-12-01,United Package,Dairy Products,Camembert Pierrot,Gai pâturage,,France,27.20,20,0.20
Split Rail Beer & Ale,WY,USA,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-12-01,United Package,Produce,Uncle Bob's Organic Dried Pears,Grandma Kelly's Homestead,MI,USA,24.00,10,0.20
Split Rail Beer & Ale,WY,USA,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2019-11-01,Speedy Express,Meat/Poultry,Tourtière,Ma Maison,Québec,Canada,5.90,24,0.00
Suprêmes délices,,Belgium,Anne Dodsworth,London,UK,"Hollis                                            ","Northern                                          ",Steven Buchanan,2020-03-01,Speedy Express,Beverages,Lakkalikööri,Karkki Oy,,Finland,14.40,42,0.15
Suprêmes délices,,Belgium,Anne Dodsworth,London,UK,"Hollis                                            ","Northern                                          ",Steven Buchanan,2020-03-01,Speedy Express,Condiments,Louisiana Hot Spiced Okra,New Orleans Cajun Delights,LA,USA,13.60,60,0.15
Suprêmes délices,,Belgium,Anne Dodsworth,London,UK,"Hollis                                            ","Northern                                          ",Steven Buchanan,2020-03-01,Speedy Express,Dairy Products,Gorgonzola Telino,Formaggi Fortini s.r.l.,,Italy,10.00,35,0.15
Suprêmes délices,,Belgium,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-07-01,United Package,Confections,Sir Rodney's Marmalade,"Specialty Biscuits, Ltd.",,UK,64.80,40,0.05
Suprêmes délices,,Belgium,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-07-01,United Package,Dairy Products,Camembert Pierrot,Gai pâturage,,France,27.20,40,0.00
Suprêmes délices,,Belgium,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-07-01,United Package,Dairy Products,Geitost,Norske Meierier,,Norway,2.00,25,0.05
Suprêmes délices,,Belgium,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-09-01,United Package,Beverages,Ipoh Coffee,Leka Trading,,Singapore,36.80,12,0.00
Suprêmes délices,,Belgium,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-09-01,United Package,Meat/Poultry,Alice Mutton,"Pavlova, Ltd.",Victoria,Australia,31.20,40,0.00
Suprêmes délices,,Belgium,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-09-01,United Package,Produce,Rössle Sauerkraut,Plutzer Lebensmittelgroßmärkte AG,,Germany,36.40,28,0.00
Suprêmes délices,,Belgium,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-12-01,Federal Shipping,Grains/Cereals,Singaporean Hokkien Fried Mee,Leka Trading,,Singapore,14.00,2,0.00
Suprêmes délices,,Belgium,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-02-01,Federal Shipping,Beverages,Ipoh Coffee,Leka Trading,,Singapore,36.80,20,0.00
Suprêmes délices,,Belgium,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-02-01,Federal Shipping,Confections,Gumbär Gummibärchen,Heli Süßwaren GmbH & Co. KG,,Germany,24.90,30,0.00
Suprêmes délices,,Belgium,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-02-01,Federal Shipping,Dairy Products,Flotemysost,Norske Meierier,,Norway,17.20,50,0.00
Suprêmes délices,,Belgium,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-02-01,Federal Shipping,Grains/Cereals,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,,Italy,30.40,15,0.00
Suprêmes délices,,Belgium,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-02-01,Federal Shipping,Produce,Rössle Sauerkraut,Plutzer Lebensmittelgroßmärkte AG,,Germany,36.40,30,0.00
Suprêmes délices,,Belgium,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2020-03-01,Federal Shipping,Confections,Teatime Chocolate Biscuits,"Specialty Biscuits, Ltd.",,UK,7.30,21,0.00
Suprêmes délices,,Belgium,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2020-03-01,Federal Shipping,Grains/Cereals,Singaporean Hokkien Fried Mee,Leka Trading,,Singapore,11.20,50,0.00
The Big Cheese,OR,USA,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-12-01,Federal Shipping,Beverages,Côte de Blaye,Aux joyeux ecclésiastiques,,France,263.50,10,0.00
The Big Cheese,OR,USA,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-12-01,Federal Shipping,Beverages,Sasquatch Ale,Bigfoot Breweries,OR,USA,14.00,10,0.00
The Big Cheese,OR,USA,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2019-09-01,United Package,Confections,Pavlova,"Pavlova, Ltd.",Victoria,Australia,13.90,10,0.00
The Big Cheese,OR,USA,Laura Callahan,Seattle,USA,"Philadelphia                                      ","Northern                                          ",Andrew Fuller,2019-09-01,United Package,Confections,Tarte au sucre,Forêts d'érables,Québec,Canada,39.40,5,0.00
The Big Cheese,OR,USA,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2020-10-01,United Package,Condiments,Chef Anton's Gumbo Mix,New Orleans Cajun Delights,LA,USA,21.35,4,0.00
The Big Cheese,OR,USA,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2020-10-01,United Package,Seafood,Inlagd Sill,Svensk Sjöföda AB,,Sweden,19.00,5,0.00
The Cracker Box,MT,USA,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-08-01,United Package,Condiments,Gula Malacca,Leka Trading,,Singapore,19.45,10,0.00
The Cracker Box,MT,USA,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-08-01,United Package,Meat/Poultry,Thüringer Rostbratwurst,Plutzer Lebensmittelgroßmärkte AG,,Germany,123.79,6,0.00
The Cracker Box,MT,USA,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-08-01,United Package,Produce,Rössle Sauerkraut,Plutzer Lebensmittelgroßmärkte AG,,Germany,45.60,10,0.00
The Cracker Box,MT,USA,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-12-01,Speedy Express,Beverages,Laughing Lumberjack Lager,Bigfoot Breweries,OR,USA,14.00,3,0.00
The Cracker Box,MT,USA,Robert King,London,UK,"Hoffman Estates                                   ","Western                                           ",Steven Buchanan,2020-12-01,Speedy Express,Seafood,Ikura,Tokyo Traders,,Japan,31.00,6,0.00
Toms Spezialitäten,,Germany,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-02-01,United Package,Beverages,Sasquatch Ale,Bigfoot Breweries,OR,USA,11.20,20,0.20
Toms Spezialitäten,,Germany,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-02-01,United Package,Confections,Teatime Chocolate Biscuits,"Specialty Biscuits, Ltd.",,UK,7.30,15,0.20
Toms Spezialitäten,,Germany,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-02-01,United Package,Grains/Cereals,Ravioli Angelo,Pasta Buttini s.r.l.,,Italy,15.60,15,0.20
Toms Spezialitäten,,Germany,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-05-01,United Package,Beverages,Sasquatch Ale,Bigfoot Breweries,OR,USA,14.00,10,0.25
Toms Spezialitäten,,Germany,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-05-01,United Package,Seafood,Jack's New England Clam Chowder,New England Seafood Cannery,MA,USA,9.65,14,0.00
Toms Spezialitäten,,Germany,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-07-01,United Package,Grains/Cereals,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,,Italy,38.00,28,0.00
Toms Spezialitäten,,Germany,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2019-07-01,Speedy Express,Produce,Manjimup Dried Apples,"G'day, Mate",NSW,Australia,42.40,40,0.00
Toms Spezialitäten,,Germany,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2019-07-01,Speedy Express,Produce,Tofu,Mayumi's,,Japan,18.60,9,0.00
Toms Spezialitäten,,Germany,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2020-02-01,Speedy Express,Beverages,Guaraná Fantástica,Refrescos Americanas LTDA,,Brazil,3.60,20,0.10
Toms Spezialitäten,,Germany,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2020-02-01,Speedy Express,Confections,Teatime Chocolate Biscuits,"Specialty Biscuits, Ltd.",,UK,7.30,12,0.10
Toms Spezialitäten,,Germany,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2020-02-01,Speedy Express,Dairy Products,Gorgonzola Telino,Formaggi Fortini s.r.l.,,Italy,10.00,3,0.10
Toms Spezialitäten,,Germany,Michael Suyama,London,UK,"Phoenix                                           ","Western                                           ",Steven Buchanan,2020-02-01,Speedy Express,Grains/Cereals,Filo Mix,"G'day, Mate",NSW,Australia,5.60,15,0.10
Tortuga Restaurante,,Mexico,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-09-01,United Package,Condiments,Gula Malacca,Leka Trading,,Singapore,19.45,21,0.00
Tortuga Restaurante,,Mexico,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-09-01,United Package,Confections,Teatime Chocolate Biscuits,"Specialty Biscuits, Ltd.",,UK,9.20,7,0.00
Tortuga Restaurante,,Mexico,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-09-01,United Package,Seafood,Ikura,Tokyo Traders,,Japan,31.00,2,0.00
Tortuga Restaurante,,Mexico,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-06-01,Federal Shipping,Beverages,Chai,Exotic Liquids,,UK,18.00,10,0.00
Tortuga Restaurante,,Mexico,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-06-01,Federal Shipping,Condiments,Gula Malacca,Leka Trading,,Singapore,19.45,21,0.00
Tortuga Restaurante,,Mexico,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-06-01,Federal Shipping,Dairy Products,Gorgonzola Telino,Formaggi Fortini s.r.l.,,Italy,12.50,20,0.00
